suggestion_id;category;name;size;sweetness_pct;ice_pct;temperature;toppings;dairy;price_vnd;calories_kcal;caffeine_level;vegan;lactose_free;time_of_day;weather_tag;mood_tag;season;tags;rating_pred;created_at;description_vn
3730;Trà sữa;Trà sữa quýt nướng;L;0;50;Lạnh;Thạch nha đam, Bánh flan;Sữa không lactose;48000;338;Thấp;FALSE;FALSE;Chiều;Se lạnh;Thư giãn;Hạ;trái_cây;4.06;10/11/2025 12:26;Trà sữa quýt nướng, size L, 0% đường, 50% đá. Phù hợp se lạnh • Thư giãn.
3731;Sữa chua;Sữa chua xoài;M;0;30;Nóng;Trân châu sợi, Thạch nha đam;Không sữa;38000;228;Thấp;TRUE;TRUE;Tối;Nắng nóng;Giải khát;Hạ;trái_cây;4.87;10/11/2025 12:26;Sữa chua xoài, size M, 0% đường, 30% đá. Phù hợp nắng nóng • Giải khát.
3732;Đá xay;Xoài đá xay;S;0;100;Lạnh;Sương sáo, Trân châu hoàng kim;Sữa đậu nành;46000;374;Thấp;TRUE;TRUE;Trưa;Mưa;Thư giãn;Xuân;trái_cây;3.69;10/11/2025 12:26;Xoài đá xay, size S, 0% đường, 100% đá. Phù hợp mưa • Thư giãn.
3733;Trà sữa;Trà sữa thanh long caramen;M;0;30;Nóng;Pudding trứng;Không sữa;37000;239;Trung bình;FALSE;TRUE;Chiều;Se lạnh;Tập trung;Thu;trái_cây;3.59;10/11/2025 12:26;Trà sữa thanh long caramen, size M, 0% đường, 30% đá. Phù hợp se lạnh • Tập trung.
3734;Sữa chua;Sữa chua xoài;M;0;70;Lạnh;;Không sữa;32000;176;Thấp;TRUE;TRUE;Sáng;Bình thường;Năng lượng;Thu;trái_cây;4.47;10/11/2025 12:26;Sữa chua xoài, size M, 0% đường, 70% đá. Phù hợp bình thường • Năng lượng.
3735;Đá xay;Xoài đá xay;M;70;0;Lạnh;Pudding trứng, Trân châu sợi;Không sữa;48000;449;Thấp;FALSE;TRUE;Sáng;Nắng nóng;Thư giãn;Xuân;trái_cây;4.81;10/11/2025 12:26;Xoài đá xay, size M, 70% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
3736;Sữa chua;Sữa chua dâu;L;0;100;Nóng;Trân châu hoàng kim;Không sữa;40000;202;Thấp;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Xuân;trái_cây;3.6;10/11/2025 12:26;Sữa chua dâu, size L, 0% đường, 100% đá. Phù hợp se lạnh • Giải khát.
3737;Soda;Soda kiwi;M;50;100;Lạnh;Dừa khô, Pudding trứng;Không sữa;34000;182;Thấp;FALSE;TRUE;Sáng;Se lạnh;Tập trung;Xuân;trái_cây;4.67;10/11/2025 12:26;Soda kiwi, size M, 50% đường, 100% đá. Phù hợp se lạnh • Tập trung.
3738;Soda;Soda dâu;M;30;0;Lạnh;;Sữa đậu nành;31000;144;Thấp;TRUE;TRUE;Tối;Nắng nóng;Thư giãn;Đông;trái_cây;3.54;10/11/2025 12:26;Soda dâu, size M, 30% đường, 0% đá. Phù hợp nắng nóng • Thư giãn.
3739;Sữa chua;Sữa chua thạch trái cây;S;100;100;Nóng;Dừa khô, Trân châu sợi;Sữa đậu nành;36000;386;Thấp;TRUE;TRUE;Sáng;Nắng nóng;Thư giãn;Hạ;;3.86;10/11/2025 12:26;Sữa chua thạch trái cây, size S, 100% đường, 100% đá. Phù hợp nắng nóng • Thư giãn.
3740;Soda;Soda chanh;L;50;0;Lạnh;;Sữa yến mạch;36000;157;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Xuân;trái_cây;3.68;10/11/2025 12:26;Soda chanh, size L, 50% đường, 0% đá. Phù hợp mưa • Tập trung.
3741;Sữa chua;Sữa chua xoài;L;30;0;Lạnh;Dừa khô;Sữa tươi;43000;290;Thấp;FALSE;FALSE;Chiều;Nắng nóng;Năng lượng;Hạ;trái_cây;3.43;10/11/2025 12:26;Sữa chua xoài, size L, 30% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
3742;Cà phê;Espresso;M;70;100;Nóng;;Sữa không lactose;33000;13;Cao;FALSE;TRUE;Tối;Mưa;Năng lượng;Xuân;cafein_cao;4.54;10/11/2025 12:26;Espresso, size M, 70% đường, 100% đá. Phù hợp mưa • Năng lượng.
3743;Trà sữa;Trà sữa quýt caramen;L;30;30;Nóng;;Sữa tươi;42000;299;Trung bình;FALSE;FALSE;Sáng;Se lạnh;Tập trung;Xuân;trái_cây;3.7;10/11/2025 12:26;Trà sữa quýt caramen, size L, 30% đường, 30% đá. Phù hợp se lạnh • Tập trung.
3744;Trà sữa;Trà sữa đào caramen;L;0;70;Lạnh;;Sữa tươi;42000;260;Trung bình;FALSE;FALSE;Tối;Se lạnh;Giải khát;Thu;trái_cây;4.59;10/11/2025 12:26;Trà sữa đào caramen, size L, 0% đường, 70% đá. Phù hợp se lạnh • Giải khát.
3745;Sữa chua;Sữa chua xoài;L;0;100;Nóng;;Sữa yến mạch;40000;198;Thấp;TRUE;TRUE;Sáng;Nắng nóng;Giải khát;Đông;trái_cây;4.31;10/11/2025 12:26;Sữa chua xoài, size L, 0% đường, 100% đá. Phù hợp nắng nóng • Giải khát.
3746;Trà trái cây;Trà xoài tươi;M;70;30;Nóng;Hạnh nhân lát;Sữa tươi;33000;186;Thấp;FALSE;FALSE;Trưa;Bình thường;Thư giãn;Đông;trái_cây;3.63;10/11/2025 12:26;Trà xoài tươi, size M, 70% đường, 30% đá. Phù hợp bình thường • Thư giãn.
3747;Soda;Soda cam;S;0;50;Lạnh;Thạch nha đam;Không sữa;26000;128;Thấp;TRUE;TRUE;Tối;Mưa;Thư giãn;Xuân;trái_cây;4.74;10/11/2025 12:26;Soda cam, size S, 0% đường, 50% đá. Phù hợp mưa • Thư giãn.
3748;Trà sữa;Trà sữa quýt;M;100;70;Lạnh;Pudding trứng, Trân châu hoàng kim;Sữa đậu nành;43000;456;Trung bình;FALSE;TRUE;Trưa;Se lạnh;Năng lượng;Xuân;trái_cây;4.61;10/11/2025 12:26;Trà sữa quýt, size M, 100% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
3749;Cà phê;Coconut latte;L;70;0;Lạnh;Sương sáo, Kem cheese;Sữa không lactose;50000;140;Cao;FALSE;FALSE;Tối;Se lạnh;Tập trung;Đông;cafein_cao;3.87;10/11/2025 12:26;Coconut latte, size L, 70% đường, 0% đá. Phù hợp se lạnh • Tập trung.
3750;Đá xay;Cà phê dừa đá xay;M;50;70;Lạnh;Trân châu hoàng kim, Thạch phô mai;Không sữa;48000;416;Thấp;FALSE;FALSE;Trưa;Nắng nóng;Giải khát;Xuân;;3.56;10/11/2025 12:26;Cà phê dừa đá xay, size M, 50% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
3751;Soda;Soda táo;S;50;100;Lạnh;Thạch đào, Sương sáo;Sữa đậu nành;32000;204;Thấp;TRUE;TRUE;Tối;Mưa;Giải khát;Hạ;trái_cây;3.94;10/11/2025 12:26;Soda táo, size S, 50% đường, 100% đá. Phù hợp mưa • Giải khát.
3752;Cà phê;Bạc xỉu;M;70;0;Nóng;;Sữa đậu nành;33000;97;Cao;TRUE;TRUE;Trưa;Mưa;Năng lượng;Thu;cafein_cao;4.2;10/11/2025 12:26;Bạc xỉu, size M, 70% đường, 0% đá. Phù hợp mưa • Năng lượng.
3753;Sữa chua;Sữa chua nha đam;S;70;100;Lạnh;Thạch nha đam, Thạch đào;Sữa yến mạch;36000;347;Thấp;TRUE;TRUE;Trưa;Mưa;Giải khát;Thu;;3.73;10/11/2025 12:26;Sữa chua nha đam, size S, 70% đường, 100% đá. Phù hợp mưa • Giải khát.
3754;Trà sữa;Trà sữa đào;S;100;100;Lạnh;;Sữa tươi;32000;390;Trung bình;FALSE;FALSE;Sáng;Nắng nóng;Thư giãn;Đông;trái_cây;4.8;10/11/2025 12:26;Trà sữa đào, size S, 100% đường, 100% đá. Phù hợp nắng nóng • Thư giãn.
3755;Đá xay;Cookies đá xay;M;100;0;Lạnh;;Sữa yến mạch;45000;432;Thấp;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Thu;;4.5;10/11/2025 12:26;Cookies đá xay, size M, 100% đường, 0% đá. Phù hợp se lạnh • Giải khát.
3756;Trà trái cây;Trà quýt tươi;L;100;0;Nóng;Pudding trứng;Sữa đậu nành;38000;186;Thấp;FALSE;TRUE;Chiều;Bình thường;Thư giãn;Đông;trái_cây;4.31;10/11/2025 12:26;Trà quýt tươi, size L, 100% đường, 0% đá. Phù hợp bình thường • Thư giãn.
3757;Trà sữa;Trà sữa chanh dây nướng;L;70;50;Lạnh;;Sữa hạnh nhân;42000;315;Trung bình;TRUE;TRUE;Sáng;Bình thường;Thư giãn;Đông;trái_cây;4.83;10/11/2025 12:26;Trà sữa chanh dây nướng, size L, 70% đường, 50% đá. Phù hợp bình thường • Thư giãn.
3758;Soda;Soda chanh;L;70;70;Lạnh;;Sữa đậu nành;36000;170;Thấp;TRUE;TRUE;Chiều;Mưa;Giải khát;Xuân;trái_cây;3.94;10/11/2025 12:26;Soda chanh, size L, 70% đường, 70% đá. Phù hợp mưa • Giải khát.
3759;Cà phê;Cà phê cốt dừa;M;100;70;Lạnh;Thạch nha đam;Sữa tươi;36000;138;Cao;FALSE;FALSE;Trưa;Se lạnh;Năng lượng;Hạ;cafein_cao;4.59;10/11/2025 12:26;Cà phê cốt dừa, size M, 100% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
3760;Đá xay;Matcha đá xay;M;100;70;Lạnh;;Sữa yến mạch;45000;432;Trung bình;TRUE;TRUE;Sáng;Se lạnh;Giải khát;Hạ;matcha;3.8;10/11/2025 12:26;Matcha đá xay, size M, 100% đường, 70% đá. Phù hợp se lạnh • Giải khát.
3761;Sữa chua;Sữa chua việt quất;M;100;100;Nóng;Bánh flan;Sữa yến mạch;38000;341;Thấp;FALSE;FALSE;Sáng;Nắng nóng;Thư giãn;Xuân;;4.78;10/11/2025 12:26;Sữa chua việt quất, size M, 100% đường, 100% đá. Phù hợp nắng nóng • Thư giãn.
3762;Trà trái cây;Trà vải lạnh;L;0;50;Lạnh;;Sữa tươi;35000;120;Trung bình;FALSE;FALSE;Chiều;Mưa;Thư giãn;Xuân;trái_cây;4.8;10/11/2025 12:26;Trà vải lạnh, size L, 0% đường, 50% đá. Phù hợp mưa • Thư giãn.
3763;Cà phê;Cà phê sữa đá;M;30;50;Nóng;Trân châu sợi;Sữa đậu nành;36000;95;Cao;TRUE;TRUE;Trưa;Se lạnh;Giải khát;Hạ;cafein_cao;3.72;10/11/2025 12:26;Cà phê sữa đá, size M, 30% đường, 50% đá. Phù hợp se lạnh • Giải khát.
3764;Soda;Soda dâu;M;30;30;Lạnh;;Không sữa;28000;128;Thấp;TRUE;TRUE;Trưa;Se lạnh;Năng lượng;Thu;trái_cây;3.86;10/11/2025 12:26;Soda dâu, size M, 30% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
3765;Soda;Soda cam;M;30;30;Lạnh;Thạch phô mai, Trân châu đen;Sữa yến mạch;37000;188;Thấp;FALSE;FALSE;Chiều;Bình thường;Giải khát;Xuân;trái_cây;4.13;10/11/2025 12:26;Soda cam, size M, 30% đường, 30% đá. Phù hợp bình thường • Giải khát.
3766;Soda;Soda táo;S;70;100;Lạnh;Bánh flan, Thạch phô mai;Không sữa;29000;196;Thấp;FALSE;FALSE;Chiều;Bình thường;Giải khát;Đông;trái_cây;3.5;10/11/2025 12:26;Soda táo, size S, 70% đường, 100% đá. Phù hợp bình thường • Giải khát.
3767;Trà sữa;Trà xanh kem cheese;S;50;70;Lạnh;;Sữa đậu nành;38000;292;Trung bình;TRUE;TRUE;Trưa;Nắng nóng;Tập trung;Xuân;kem_cheese;3.61;10/11/2025 12:26;Trà xanh kem cheese, size S, 50% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
3768;Trà sữa;Trà sữa quýt nướng;M;0;0;Lạnh;Thạch nha đam, Thạch phô mai;Sữa tươi;43000;338;Trung bình;FALSE;FALSE;Tối;Bình thường;Thư giãn;Xuân;trái_cây;4.82;10/11/2025 12:26;Trà sữa quýt nướng, size M, 0% đường, 0% đá. Phù hợp bình thường • Thư giãn.
3769;Cà phê;Cà phê cốt dừa;M;30;70;Nóng;Pudding trứng;Sữa tươi;36000;105;Cao;FALSE;FALSE;Trưa;Nắng nóng;Giải khát;Thu;cafein_cao;4.21;10/11/2025 12:26;Cà phê cốt dừa, size M, 30% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
3770;Trà trái cây;Trà kiwi tươi;M;70;0;Lạnh;Trân châu sợi, Hạnh nhân lát;Sữa đậu nành;36000;189;Thấp;TRUE;TRUE;Tối;Mưa;Tập trung;Hạ;trái_cây;3.63;10/11/2025 12:26;Trà kiwi tươi, size M, 70% đường, 0% đá. Phù hợp mưa • Tập trung.
3771;Soda;Soda kiwi;M;100;30;Lạnh;Pudding trứng, Thạch đào;Sữa đậu nành;37000;245;Thấp;FALSE;TRUE;Tối;Se lạnh;Giải khát;Đông;trái_cây;4.11;10/11/2025 12:26;Soda kiwi, size M, 100% đường, 30% đá. Phù hợp se lạnh • Giải khát.
3772;Cà phê;Cappuccino;M;100;50;Lạnh;Thạch nha đam, Trân châu hoàng kim;Sữa không lactose;39000;156;Cao;FALSE;TRUE;Chiều;Mưa;Giải khát;Xuân;cafein_cao;4.73;10/11/2025 12:26;Cappuccino, size M, 100% đường, 50% đá. Phù hợp mưa • Giải khát.
3773;Đá xay;Cookies đá xay;M;50;70;Lạnh;Dừa khô, Sương sáo;Sữa đậu nành;51000;468;Thấp;TRUE;TRUE;Chiều;Bình thường;Năng lượng;Thu;;3.53;10/11/2025 12:26;Cookies đá xay, size M, 50% đường, 70% đá. Phù hợp bình thường • Năng lượng.
3774;Soda;Soda cam;S;30;70;Lạnh;Thạch nha đam;Sữa đậu nành;29000;166;Thấp;TRUE;TRUE;Trưa;Se lạnh;Tập trung;Đông;trái_cây;3.92;10/11/2025 12:26;Soda cam, size S, 30% đường, 70% đá. Phù hợp se lạnh • Tập trung.
3775;Trà trái cây;Trà sen tươi;M;0;100;Nóng;Kem cheese;Sữa tươi;39000;138;Trung bình;FALSE;FALSE;Sáng;Se lạnh;Năng lượng;Đông;trái_cây;4.4;10/11/2025 12:26;Trà sen tươi, size M, 0% đường, 100% đá. Phù hợp se lạnh • Năng lượng.
3776;Đá xay;Cookies đá xay;M;70;30;Lạnh;Trân châu sợi;Không sữa;45000;397;Thấp;TRUE;TRUE;Sáng;Mưa;Tập trung;Đông;;4.68;10/11/2025 12:26;Cookies đá xay, size M, 70% đường, 30% đá. Phù hợp mưa • Tập trung.
3777;Trà trái cây;Trà cam bưởi;L;0;70;Nóng;Thạch phô mai;Sữa yến mạch;38000;124;Thấp;FALSE;FALSE;Sáng;Se lạnh;Tập trung;Thu;trái_cây;4.11;10/11/2025 12:26;Trà cam bưởi, size L, 0% đường, 70% đá. Phù hợp se lạnh • Tập trung.
3778;Cà phê;Cappuccino;S;0;70;Lạnh;;Sữa hạnh nhân;28000;72;Cao;TRUE;TRUE;Chiều;Nắng nóng;Giải khát;Thu;cafein_cao;4.56;10/11/2025 12:26;Cappuccino, size S, 0% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
3779;Cà phê;Cà phê muối;S;0;50;Lạnh;Thạch đào;Sữa đậu nành;31000;82;Cao;TRUE;TRUE;Trưa;Bình thường;Tập trung;Đông;cafein_cao;4.39;10/11/2025 12:26;Cà phê muối, size S, 0% đường, 50% đá. Phù hợp bình thường • Tập trung.
3780;Đá xay;Cookies đá xay;L;50;70;Lạnh;Trân châu đen, Trân châu hoàng kim;Sữa đậu nành;56000;468;Thấp;TRUE;TRUE;Sáng;Se lạnh;Thư giãn;Đông;;4.09;10/11/2025 12:26;Cookies đá xay, size L, 50% đường, 70% đá. Phù hợp se lạnh • Thư giãn.
3781;Trà sữa;Trà sữa thanh long kem trứng;S;70;50;Lạnh;Thạch nha đam, Kem cheese;Sữa không lactose;44000;456;Trung bình;FALSE;FALSE;Trưa;Se lạnh;Giải khát;Đông;trái_cây;4.85;10/11/2025 12:26;Trà sữa thanh long kem trứng, size S, 70% đường, 50% đá. Phù hợp se lạnh • Giải khát.
3782;Trà trái cây;Trà chanh dây tươi;S;30;30;Nóng;Trân châu hoàng kim, Thạch đào;Không sữa;28000;143;Thấp;TRUE;TRUE;Sáng;Mưa;Tập trung;Thu;trái_cây;4.3;10/11/2025 12:26;Trà chanh dây tươi, size S, 30% đường, 30% đá. Phù hợp mưa • Tập trung.
3783;Trà sữa;Trà sữa xoài caramen;M;50;50;Nóng;Thạch đào;Sữa không lactose;40000;373;Thấp;FALSE;TRUE;Trưa;Mưa;Thư giãn;Xuân;trái_cây;3.68;10/11/2025 12:26;Trà sữa xoài caramen, size M, 50% đường, 50% đá. Phù hợp mưa • Thư giãn.
3784;Soda;Soda táo;L;100;30;Lạnh;Bánh flan;Sữa yến mạch;39000;217;Thấp;FALSE;FALSE;Trưa;Se lạnh;Tập trung;Thu;trái_cây;3.99;10/11/2025 12:26;Soda táo, size L, 100% đường, 30% đá. Phù hợp se lạnh • Tập trung.
3785;Sữa chua;Sữa chua nha đam;S;100;70;Nóng;Sương sáo;Sữa đậu nành;33000;341;Thấp;TRUE;TRUE;Trưa;Bình thường;Tập trung;Hạ;;4.1;10/11/2025 12:26;Sữa chua nha đam, size S, 100% đường, 70% đá. Phù hợp bình thường • Tập trung.
3786;Soda;Soda dâu;M;50;70;Lạnh;Dừa khô, Thạch nha đam;Sữa yến mạch;37000;204;Thấp;TRUE;TRUE;Sáng;Nắng nóng;Giải khát;Đông;trái_cây;4.79;10/11/2025 12:26;Soda dâu, size M, 50% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
3787;Trà sữa;Trà sữa dưa lưới caramen;L;70;30;Nóng;;Sữa đậu nành;42000;315;Trung bình;TRUE;TRUE;Tối;Mưa;Năng lượng;Thu;trái_cây;4.54;10/11/2025 12:26;Trà sữa dưa lưới caramen, size L, 70% đường, 30% đá. Phù hợp mưa • Năng lượng.
3788;Đá xay;Socola đá xay;S;100;50;Lạnh;Trân châu sợi, Trân châu đen;Sữa tươi;46000;624;Thấp;FALSE;FALSE;Tối;Se lạnh;Thư giãn;Xuân;;4.28;10/11/2025 12:26;Socola đá xay, size S, 100% đường, 50% đá. Phù hợp se lạnh • Thư giãn.
3789;Trà sữa;Trà bá tước kem cheese;S;0;50;Lạnh;Trân châu sợi, Thạch phô mai;Sữa yến mạch;44000;304;Trung bình;FALSE;FALSE;Sáng;Mưa;Giải khát;Thu;kem_cheese;3.45;10/11/2025 12:26;Trà bá tước kem cheese, size S, 0% đường, 50% đá. Phù hợp mưa • Giải khát.
3790;Cà phê;Cà phê đen đá;L;50;30;Lạnh;Trân châu đen;Sữa yến mạch;41000;103;Cao;TRUE;TRUE;Tối;Bình thường;Giải khát;Thu;cafein_cao;3.52;10/11/2025 12:26;Cà phê đen đá, size L, 50% đường, 30% đá. Phù hợp bình thường • Giải khát.
3791;Trà sữa;Hồng trà kem cheese;L;0;70;Lạnh;;Sữa hạnh nhân;48000;234;Trung bình;TRUE;TRUE;Trưa;Mưa;Giải khát;Đông;kem_cheese;4.83;10/11/2025 12:26;Hồng trà kem cheese, size L, 0% đường, 70% đá. Phù hợp mưa • Giải khát.
3792;Sữa chua;Sữa chua dâu;M;30;0;Lạnh;Thạch đào, Pudding trứng;Sữa tươi;41000;328;Thấp;FALSE;FALSE;Trưa;Se lạnh;Năng lượng;Hạ;trái_cây;4.07;10/11/2025 12:26;Sữa chua dâu, size M, 30% đường, 0% đá. Phù hợp se lạnh • Năng lượng.
3793;Đá xay;Cà phê dừa đá xay;M;50;100;Lạnh;;Sữa tươi;45000;400;Thấp;FALSE;FALSE;Sáng;Bình thường;Năng lượng;Thu;;4.3;10/11/2025 12:26;Cà phê dừa đá xay, size M, 50% đường, 100% đá. Phù hợp bình thường • Năng lượng.
3794;Sữa chua;Sữa chua nha đam;M;30;50;Lạnh;;Sữa tươi;35000;252;Thấp;FALSE;FALSE;Sáng;Mưa;Năng lượng;Thu;;4.81;10/11/2025 12:26;Sữa chua nha đam, size M, 30% đường, 50% đá. Phù hợp mưa • Năng lượng.
3795;Sữa chua;Sữa chua thạch trái cây;M;100;30;Lạnh;;Không sữa;32000;264;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Thư giãn;Thu;;4.1;10/11/2025 12:26;Sữa chua thạch trái cây, size M, 100% đường, 30% đá. Phù hợp nắng nóng • Thư giãn.
3796;Soda;Soda chanh;M;0;70;Lạnh;Bánh flan;Sữa tươi;34000;161;Thấp;FALSE;FALSE;Chiều;Se lạnh;Năng lượng;Thu;trái_cây;4.5;10/11/2025 12:26;Soda chanh, size M, 0% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
3797;Đá xay;Cookies đá xay;M;70;0;Lạnh;;Không sữa;42000;345;Thấp;TRUE;TRUE;Chiều;Bình thường;Giải khát;Hạ;;3.58;10/11/2025 12:26;Cookies đá xay, size M, 70% đường, 0% đá. Phù hợp bình thường • Giải khát.
3798;Trà sữa;Trà sữa dưa lưới kem cheese;M;100;70;Lạnh;Thạch nha đam;Sữa hạnh nhân;46000;403;Trung bình;TRUE;TRUE;Chiều;Mưa;Tập trung;Xuân;kem_cheese, trái_cây;4.6;10/11/2025 12:26;Trà sữa dưa lưới kem cheese, size M, 100% đường, 70% đá. Phù hợp mưa • Tập trung.
3799;Trà sữa;Trà sữa ổi hồng nướng;M;70;30;Nóng;;Không sữa;34000;280;Trung bình;TRUE;TRUE;Chiều;Nắng nóng;Thư giãn;Đông;trái_cây;4.35;10/11/2025 12:26;Trà sữa ổi hồng nướng, size M, 70% đường, 30% đá. Phù hợp nắng nóng • Thư giãn.
3800;Sữa chua;Sữa chua xoài;M;30;0;Lạnh;;Sữa đậu nành;35000;227;Thấp;TRUE;TRUE;Trưa;Nắng nóng;Giải khát;Hạ;trái_cây;4.05;10/11/2025 12:26;Sữa chua xoài, size M, 30% đường, 0% đá. Phù hợp nắng nóng • Giải khát.
3801;Đá xay;Dâu đá xay;L;50;100;Lạnh;Trân châu đen, Kem cheese;Sữa yến mạch;62000;468;Thấp;FALSE;FALSE;Sáng;Nắng nóng;Giải khát;Thu;trái_cây;3.73;10/11/2025 12:26;Dâu đá xay, size L, 50% đường, 100% đá. Phù hợp nắng nóng • Giải khát.
3802;Soda;Soda táo;M;70;30;Lạnh;;Sữa yến mạch;31000;170;Thấp;TRUE;TRUE;Sáng;Mưa;Tập trung;Xuân;trái_cây;4.69;10/11/2025 12:26;Soda táo, size M, 70% đường, 30% đá. Phù hợp mưa • Tập trung.
3803;Sữa chua;Sữa chua nha đam;S;0;0;Lạnh;Pudding trứng;Sữa tươi;33000;252;Thấp;FALSE;FALSE;Trưa;Nắng nóng;Năng lượng;Hạ;;3.6;10/11/2025 12:26;Sữa chua nha đam, size S, 0% đường, 0% đá. Phù hợp nắng nóng • Năng lượng.
3804;Trà trái cây;Trà cam bưởi;M;50;70;Lạnh;Dừa khô;Không sữa;30000;138;Trung bình;TRUE;TRUE;Tối;Bình thường;Tập trung;Đông;trái_cây;3.57;10/11/2025 12:26;Trà cam bưởi, size M, 50% đường, 70% đá. Phù hợp bình thường • Tập trung.
3805;Trà sữa;Trà sữa dưa lưới caramen;S;70;50;Lạnh;Hạnh nhân lát, Thạch đào;Sữa yến mạch;38000;410;Thấp;TRUE;TRUE;Tối;Bình thường;Năng lượng;Xuân;trái_cây;4.5;10/11/2025 12:26;Trà sữa dưa lưới caramen, size S, 70% đường, 50% đá. Phù hợp bình thường • Năng lượng.
3806;Sữa chua;Sữa chua thạch trái cây;M;100;50;Nóng;Trân châu đen, Pudding trứng;Sữa đậu nành;41000;386;Thấp;FALSE;TRUE;Trưa;Nắng nóng;Giải khát;Xuân;;3.76;10/11/2025 12:26;Sữa chua thạch trái cây, size M, 100% đường, 50% đá. Phù hợp nắng nóng • Giải khát.
3807;Cà phê;Cà phê sữa đá;S;50;50;Lạnh;;Không sữa;25000;80;Cao;TRUE;TRUE;Trưa;Bình thường;Tập trung;Thu;cafein_cao;3.63;10/11/2025 12:26;Cà phê sữa đá, size S, 50% đường, 50% đá. Phù hợp bình thường • Tập trung.
3808;Cà phê;Cà phê đen đá;M;70;100;Nóng;Trân châu sợi, Sương sáo;Sữa hạnh nhân;39000;126;Cao;TRUE;TRUE;Chiều;Bình thường;Giải khát;Đông;cafein_cao;4.1;10/11/2025 12:26;Cà phê đen đá, size M, 70% đường, 100% đá. Phù hợp bình thường • Giải khát.
3809;Soda;Soda táo;L;50;70;Lạnh;Trân châu hoàng kim;Sữa yến mạch;39000;181;Thấp;TRUE;TRUE;Trưa;Se lạnh;Tập trung;Xuân;trái_cây;3.41;10/11/2025 12:26;Soda táo, size L, 50% đường, 70% đá. Phù hợp se lạnh • Tập trung.
3810;Trà sữa;Trà sữa chanh dây kem cheese;L;50;30;Nóng;Hạnh nhân lát;Sữa đậu nành;51000;336;Thấp;TRUE;TRUE;Sáng;Bình thường;Thư giãn;Hạ;kem_cheese, trái_cây;3.69;10/11/2025 12:26;Trà sữa chanh dây kem cheese, size L, 50% đường, 30% đá. Phù hợp bình thường • Thư giãn.
3811;Trà trái cây;Trà táo;L;30;70;Nóng;Pudding trứng, Trân châu sợi;Sữa tươi;41000;179;Thấp;FALSE;FALSE;Trưa;Se lạnh;Năng lượng;Xuân;trái_cây;3.57;10/11/2025 12:26;Trà táo, size L, 30% đường, 70% đá. Phù hợp se lạnh • Năng lượng.
3812;Cà phê;Cà phê đen đá;M;70;50;Nóng;Kem cheese;Sữa hạnh nhân;42000;111;Cao;FALSE;FALSE;Sáng;Nắng nóng;Tập trung;Xuân;cafein_cao;3.43;10/11/2025 12:26;Cà phê đen đá, size M, 70% đường, 50% đá. Phù hợp nắng nóng • Tập trung.
3813;Cà phê;Cold brew;S;0;100;Nóng;;Sữa đậu nành;28000;72;Cao;TRUE;TRUE;Chiều;Bình thường;Thư giãn;Hạ;cafein_cao;4.34;10/11/2025 12:26;Cold brew, size S, 0% đường, 100% đá. Phù hợp bình thường • Thư giãn.
3814;Trà trái cây;Trà nhài tươi;M;30;70;Nóng;Thạch đào, Trân châu hoàng kim;Sữa yến mạch;36000;161;Trung bình;TRUE;TRUE;Chiều;Nắng nóng;Tập trung;Đông;trái_cây;3.96;10/11/2025 12:26;Trà nhài tươi, size M, 30% đường, 70% đá. Phù hợp nắng nóng • Tập trung.
3815;Cà phê;Brown sugar latte;S;100;30;Lạnh;Hạnh nhân lát, Trân châu đen;Sữa đậu nành;34000;140;Cao;TRUE;TRUE;Chiều;Se lạnh;Năng lượng;Đông;cafein_cao;4.2;10/11/2025 12:26;Brown sugar latte, size S, 100% đường, 30% đá. Phù hợp se lạnh • Năng lượng.
3816;Soda;Soda kiwi;S;30;100;Lạnh;;Sữa yến mạch;26000;144;Thấp;TRUE;TRUE;Chiều;Nắng nóng;Năng lượng;Hạ;trái_cây;4.32;10/11/2025 12:26;Soda kiwi, size S, 30% đường, 100% đá. Phù hợp nắng nóng • Năng lượng.
3817;Trà trái cây;Trà xoài lạnh;S;70;70;Lạnh;;Sữa đậu nành;25000;145;Thấp;TRUE;TRUE;Sáng;Nắng nóng;Giải khát;Thu;trái_cây;3.69;10/11/2025 12:26;Trà xoài lạnh, size S, 70% đường, 70% đá. Phù hợp nắng nóng • Giải khát.
3818;Trà sữa;Trà sữa dưa lưới phô mai;M;30;70;Lạnh;;Sữa tươi;37000;299;Thấp;FALSE;FALSE;Tối;Mưa;Giải khát;Đông;trái_cây;3.87;10/11/2025 12:26;Trà sữa dưa lưới phô mai, size M, 30% đường, 70% đá. Phù hợp mưa • Giải khát.
